Date,Open,High,Low,Close,Volume,Marketcap,Vol/Cap,HL_spread,OH_spread
2024-04-30,63839.41987,64703.33236,59120.06805,60636.85678,37840840057.0,1190000000000.0,0.03179902525798319,5583.264309999999,3202.563089999996
2024-04-29,63106.3642,64174.87772,61795.4572,63841.12016,26635912073.0,1260000000000.0,0.021139612756349208,2379.4205199999997,-734.755959999995
2024-04-28,63423.51393,64321.48281,62793.59877,63113.23168,17334827993.0,1240000000000.0,0.013979699994354838,1527.8840400000045,310.28225000000384
2024-04-27,63750.99015,63898.36159,62424.72068,63419.1412,19530783039.0,1250000000000.0,0.0156246264312,1473.640910000002,331.8489499999996
2024-04-26,64485.36993,64789.65751,63322.39964,63755.32133,24139372950.0,1260000000000.0,0.0191582325,1467.257869999994,730.0486000000019
2024-04-25,64275.02102,65275.20752,62783.63327,64481.70664,32155786816.0,1270000000000.0,0.025319517177952756,2491.574250000005,-206.68561999999656
2024-04-24,66408.72207,67075.36965,63589.87193,64276.89742,30276655120.0,1270000000000.0,0.02383988592125984,3485.497719999992,2131.8246500000023
2024-04-23,66839.89451,67199.24195,65864.86766,66407.2718,24310975583.0,1310000000000.0,0.018557996628244276,1334.3742899999925,432.622709999996
2024-04-22,64935.63317,67233.95704,64548.17858,66837.67609,28282686673.0,1320000000000.0,0.021426277782575758,2685.778459999994,-1902.0429199999926
2024-04-21,64992.81661,65723.23983,64277.72143,64926.64321,20506644853.0,1280000000000.0,0.01602081629140625,1445.5184000000081,66.17339999999967
2024-04-20,63851.10004,65442.45895,63172.40391,64994.44007,23097485495.0,1280000000000.0,0.01804491054296875,2270.0550399999993,-1143.3400299999994
2024-04-19,63510.75032,65481.59705,59651.39026,63843.5685,49920425401.0,1260000000000.0,0.03961938523888889,5830.2067899999965,-332.81818000000203
2024-04-18,61275.31541,64125.68642,60833.47922,63512.75349,36006307335.0,1250000000000.0,0.028805045868,3292.207199999997,-2237.43808
2024-04-17,63831.84722,64486.36471,59768.58779,61276.69326,41915247049.0,1210000000000.0,0.03464070004049587,4717.776920000004,2555.1539600000033
2024-04-16,63419.29849,64355.66926,61716.40233,63811.86394,42847528078.0,1260000000000.0,0.03400597466507937,2639.2669300000052,-392.5654500000019
2024-04-15,65739.64454,66878.6469,62332.07152,63426.21002,43595917654.0,1250000000000.0,0.0348767341232,4546.575380000009,2313.4345199999952
2024-04-14,63836.23184,65824.42708,62205.85172,65738.72389,49084320047.0,1290000000000.0,0.03804986050155039,3618.5753599999953,-1902.4920499999935
2024-04-13,67188.37643,67931.42936,60919.10616,63821.47388,52869738185.0,1260000000000.0,0.04196010967063492,7012.323199999992,3366.902550000006
2024-04-12,70061.3796,71222.74298,65254.83434,67195.86418,44129299406.0,1320000000000.0,0.03343128742878788,5967.908639999994,2865.515419999996
2024-04-11,70575.73216,71256.23813,69571.81497,70060.60706,30153382941.0,1380000000000.0,0.02185027749347826,1684.4231599999912,515.1251000000047
2024-04-10,69140.24064,71093.43316,67503.56561,70587.87944,38318601774.0,1390000000000.0,0.027567339405755394,3589.8675499999954,-1447.6388000000006
2024-04-09,71632.50266,71742.50632,68212.9193,69139.01583,36426900409.0,1360000000000.0,0.02678448559485294,3529.5870200000063,2493.4868299999944
2024-04-08,69362.554,72715.35961,69064.2449,71631.35695,37261432669.0,1410000000000.0,0.026426547992198582,3651.1147099999944,-2268.8029499999975
2024-04-07,68897.11113,70284.42626,68851.63009,69362.55128,21204930369.0,1360000000000.0,0.015591860565441177,1432.796169999987,-465.4401499999949
2024-04-06,67840.57358,69629.60205,67491.71524,68896.10998,19967785809.0,1360000000000.0,0.014682195447794118,2137.8868099999963,-1055.5363999999972
2024-04-05,68515.75426,68725.75836,66011.47949,67837.64253,33748230056.0,1330000000000.0,0.025374609064661654,2714.278870000009,678.1117300000042
2024-04-04,65975.69667,69291.25481,65113.79653,68508.84184,34439527442.0,1350000000000.0,0.025510761068148147,4177.458279999999,-2533.145169999989
2024-04-03,65446.67176,66914.32256,64559.89995,65980.80865,34488018367.0,1300000000000.0,0.026529244897692306,2354.4226100000014,-534.1368900000089
2024-04-02,69705.02432,69708.38126,64586.5943,65446.97423,50705240709.0,1290000000000.0,0.03930638814651163,5121.786959999998,4258.050089999997
2024-04-01,71333.48472,71342.09145,68110.69602,69702.14611,34873527352.0,1370000000000.0,0.0254551294540146,3231.395430000004,1631.3386099999916
2024-03-31,69647.77903,71377.7795,69624.86868,71333.64793,20050941373.0,1400000000000.0,0.014322100980714285,1752.9108200000046,-1685.8689000000013
2024-03-30,69893.44429,70355.49479,69601.06506,69645.30579,17130241883.0,1370000000000.0,0.012503826191970803,754.4297300000035,248.13850000000093
2024-03-29,70744.79652,70913.09572,69076.65419,69892.82907,25230851763.0,1370000000000.0,0.018416680118978103,1836.4415299999964,851.9674499999965
2024-03-28,69452.77111,71546.0196,68895.50523,70744.95206,34374900617.0,1390000000000.0,0.024730144328776977,2650.5143700000044,-1292.1809499999945
2024-03-27,69991.89651,71727.68376,68381.92585,69455.34098,40827113309.0,1370000000000.0,0.02980081263430657,3345.7579100000003,536.5555300000124
2024-03-26,69931.32635,71535.7408,69335.61291,69987.8389,36010437368.0,1380000000000.0,0.026094519831884058,2200.1278900000034,-56.512549999999464
2024-03-25,67234.09758,71162.59344,66414.83223,69958.81358,42700139523.0,1380000000000.0,0.030942130089130434,4747.761209999997,-2724.7160000000003
2024-03-24,64070.75213,67622.76089,63825.85334,67234.17235,27206630673.0,1320000000000.0,0.02061108384318182,3796.9075500000035,-3163.4202199999927
2024-03-23,63802.72196,65976.40154,63038.49308,64062.20233,24738964812.0,1260000000000.0,0.01963409905714286,2937.908460000006,-259.4803699999975
2024-03-22,65489.92846,66623.7493,62355.36971,63778.76256,41401116964.0,1250000000000.0,0.0331208935712,4268.379589999997,1711.1659
2024-03-21,67911.58387,68199.99044,64580.91674,65491.38993,44480350565.0,1290000000000.0,0.03448089191085271,3619.0736999999936,2420.1939400000047
2024-03-20,61930.1549,68115.25887,60807.78596,67913.67303,66792634382.0,1340000000000.0,0.04984524953880597,7307.472910000004,-5983.518130000004
2024-03-19,67556.13116,68106.92741,61536.18025,61912.77315,74215844794.0,1220000000000.0,0.060832659667213115,6570.747160000006,5643.358010000004
2024-03-18,68371.30726,68897.13441,66594.23035,67548.59157,49261579492.0,1330000000000.0,0.03703878157293233,2302.9040600000008,822.7156899999973
2024-03-17,65316.34488,68845.71624,64545.3181,68390.6228,44716864318.0,1340000000000.0,0.03337079426716418,4300.3981399999975,-3074.2779200000004
2024-03-16,69392.4875,70046.27393,64801.39555,65315.11747,46842198371.0,1280000000000.0,0.03659546747734375,5244.878379999995,4077.3700300000055
2024-03-15,71387.8732,72357.13088,65630.69408,69403.77183,78320453976.0,1360000000000.0,0.0575885691,6726.436799999996,1984.101370000004
2024-03-14,73079.37338,73750.07385,68563.02277,71396.58989,59594605698.0,1400000000000.0,0.04256757549857143,5187.051080000005,1682.7834900000016
2024-03-13,71482.11707,73637.47479,71334.09238,73083.50133,48212536929.0,1440000000000.0,0.03348092842291667,2303.382409999991,-1601.3842600000062
2024-03-12,72125.12163,72825.65737,68728.85433,71481.29159,62554434520.0,1400000000000.0,0.044681738942857145,4096.803039999999,643.8300400000007
2024-03-11,69020.54977,72850.71358,67194.88615,72123.90355,65716656765.0,1420000000000.0,0.04627933575,5655.82742999999,-3103.353780000005
2024-03-10,68500.25585,70005.1999,68239.98039,69019.78636,35683977532.0,1360000000000.0,0.02623821877352941,1765.21951000001,-519.5305099999969
2024-03-09,68299.25973,68673.05803,68053.12522,68498.8813,21609650379.0,1350000000000.0,0.01600714842888889,619.9328099999984,-199.62156999998842
2024-03-08,66938.09348,70083.05162,66230.45214,68300.09569,59202881172.0,1340000000000.0,0.04418125460597015,3852.5994800000044,-1362.002210000006
2024-03-07,66099.74165,68029.91869,65655.5342,66925.4832,46989543159.0,1320000000000.0,0.03559813875681818,2374.3844900000113,-825.7415500000061
2024-03-06,63776.05143,67637.92986,62848.67152,66106.80279,68750229073.0,1300000000000.0,0.052884791594615385,4789.25834,-2330.751360000002
2024-03-05,68341.05778,69170.62821,59323.90894,63801.19756,103000000000.0,1250000000000.0,0.0824,9846.719269999994,4539.860220000002
2024-03-04,63137.00468,68537.02933,62386.51835,68330.41561,70670471105.0,1340000000000.0,0.05273915754104477,6150.510980000006,-5193.410929999998
2024-03-03,62031.57852,63230.20956,61435.02342,63167.37036,26253811450.0,1240000000000.0,0.02117242858870968,1795.1861400000053,-1135.791839999998
2024-03-02,62431.65248,62458.69852,61657.28871,62029.84606,23888473685.0,1220000000000.0,0.019580716135245903,801.4098099999974,401.8064199999935
2024-03-01,61168.06243,63155.10235,60802.52636,62440.63254,40186368423.0,1230000000000.0,0.03267184424634147,2352.5759899999975,-1272.5701100000006
2024-02-29,62499.18177,63585.64343,60498.73045,61198.3829,65496611844.0,1200000000000.0,0.05458050987,3086.9129799999937,1300.798870000006
2024-02-28,57071.09805,63913.13181,56738.4242,62504.78925,83239156760.0,1230000000000.0,0.06767411118699188,7174.707609999998,-5433.691200000001
2024-02-27,54519.36207,57537.83966,54484.20014,57085.37231,49756832031.0,1120000000000.0,0.04442574288482143,3053.639519999997,-2566.010239999996
2024-02-26,51730.53979,54938.17438,50931.03161,54522.40154,34074411896.0,1070000000000.0,0.031845244762616826,4007.1427699999986,-2791.8617499999964
2024-02-25,51565.21536,51950.02724,51306.17017,51733.2366,15413239245.0,1020000000000.0,0.015111018867647059,643.8570700000055,-168.02123999999458
2024-02-24,50736.37007,51684.19452,50585.44589,51571.10311,15174077879.0,1010000000000.0,0.015023839484158415,1098.7486299999946,-834.7330399999992
2024-02-23,51283.90457,51497.93219,50561.77586,50731.94919,21427078270.0,996000000000.0,0.02151313079317269,936.156329999998,551.9553799999994
2024-02-22,51854.64522,52009.61249,50926.29339,51304.97436,25413900611.0,1010000000000.0,0.025162277832673267,1083.3191000000006,549.6708599999984
2024-02-21,52273.53578,52368.81674,50671.75866,51839.18053,28624907020.0,1020000000000.0,0.028063634333333334,1697.0580800000025,434.3552500000005
2024-02-20,51777.72851,52945.05257,50792.31125,52284.87356,33353758256.0,1030000000000.0,0.03238228956893204,2152.741320000001,-507.1450499999992
2024-02-19,52134.81221,52483.32555,51711.81923,51779.14406,21362184346.0,1020000000000.0,0.02094331798627451,771.5063200000004,355.6681499999977
2024-02-18,51661.97011,52356.96316,51233.70883,52122.54546,17595377311.0,1020000000000.0,0.0172503699127451,1123.2543299999961,-460.57534999999916
2024-02-17,52161.67548,52191.91409,50669.66868,51662.99537,20009091006.0,1010000000000.0,0.019810981194059406,1522.245409999996,498.68011000000115
2024-02-16,51937.72691,52537.97023,51641.36722,52160.20283,28180567298.0,1020000000000.0,0.027628007154901962,896.6030099999989,-222.4759200000044
2024-02-15,51836.78358,52820.06693,51371.62748,51938.55632,38564360533.0,1020000000000.0,0.03780819660098039,1448.439449999998,-101.77274000000034
2024-02-14,49733.4448,52021.37078,49296.83092,51826.696,39105608050.0,1020000000000.0,0.038338831421568624,2724.539859999997,-2093.251200000006
2024-02-13,49941.36116,50358.39209,48406.49556,49742.44099,35593051468.0,976000000000.0,0.03646829043852459,1951.8965299999982,198.9201699999976
2024-02-12,48296.3852,50280.47527,47745.76026,49958.22422,34511985805.0,980000000000.0,0.035216312045918366,2534.71501,-1661.8390199999994
2024-02-11,47768.96813,48535.93591,47617.40537,48293.91675,19315867136.0,948000000000.0,0.020375387274261605,918.5305399999997,-524.9486199999956
2024-02-10,47153.52842,48146.17043,46905.32169,47771.27737,16398681570.0,937000000000.0,0.017501261013874066,1240.8487400000013,-617.7489500000011
2024-02-09,45297.38425,48152.49463,45260.82457,47147.20031,39316770844.0,925000000000.0,0.04250461712864865,2891.670060000004,-1849.8160599999974
2024-02-08,44332.1256,45575.84172,44332.1256,45301.56663,26154524080.0,889000000000.0,0.029420162069741282,1243.7161199999973,-969.4410300000018
2024-02-07,43090.0213,44341.94833,42775.95847,44318.22445,21126587775.0,870000000000.0,0.02428343422413793,1565.9898600000015,-1228.2031500000012
2024-02-06,42657.39107,43344.14822,42529.02142,43084.67186,16798476726.0,845000000000.0,0.019879854113609468,815.1268000000055,-427.28079000000434
2024-02-05,42577.62298,43494.24863,42264.8173,42658.66605,18715487317.0,837000000000.0,0.02236019990083632,1229.4313299999994,-81.04306999999972
2024-02-04,42994.9408,43097.64402,42374.8339,42583.58292,14802225490.0,835000000000.0,0.017727216155688622,722.8101200000019,411.35787999999593
2024-02-03,43184.96368,43359.94193,42890.80668,42992.24963,11169245236.0,843000000000.0,0.013249401228944246,469.13524999999936,192.71405000000232
2024-02-02,43077.63918,43422.48807,42584.33723,43185.85943,18603843039.0,847000000000.0,0.021964395559622197,838.1508400000021,-108.22024999999849
2024-02-01,42569.7614,43243.16818,41879.18999,43075.7746,21423953779.0,845000000000.0,0.02535379145443787,1363.9781900000016,-506.01319999999396
2024-01-31,42946.25137,43717.40466,42298.94716,42582.60639,24673628793.0,835000000000.0,0.02954925603952096,1418.4574999999968,363.6449799999973
2024-01-30,43300.22809,43838.94684,42711.37176,42952.60821,23842814518.0,842000000000.0,0.028316881850356294,1127.575079999995,347.6198799999984
2024-01-29,42030.91538,43305.86886,41818.33109,43288.24534,20668476578.0,849000000000.0,0.024344495380447584,1487.5377700000026,-1257.3299600000028
2024-01-28,42126.12596,42797.17736,41696.90834,42035.59437,16858971687.0,824000000000.0,0.020459917095873786,1100.2690199999997,90.53158999999869
2024-01-27,41815.62502,42195.63156,41431.27989,42120.05635,11422941934.0,826000000000.0,0.013829227523002422,764.3516700000037,-304.43132999999943
2024-01-26,39936.81688,42209.38517,39825.69223,41816.87284,25598119893.0,820000000000.0,0.031217219381707316,2383.692940000001,-1880.0559600000051
2024-01-25,40075.54902,40254.48232,39545.66446,39933.80775,18491782013.0,783000000000.0,0.023616579837803322,708.8178600000028,141.74126999999862
2024-01-24,39877.59556,40483.78388,39508.79846,40077.07327,22359526178.0,786000000000.0,0.028447234323155216,974.9854200000045,-199.4777099999992
