Date,Open,High,Low,Close,Volume,Marketcap,Vol/Cap,HL_spread,OC_spread
2024-04-30,1.9167566348685452,1.867000832937847,1.7009792837473667,1.6853435481985093,0.28863189490666746,1.8029364906256082,-0.5304709587173129,2.5311095746863863,2.351505295747781
2024-04-29,1.8644479929010231,1.8303002695853792,1.8983158392472497,1.913816718398565,-0.26652857316595463,2.064454759689492,-0.8605246169709909,0.4094239351378517,-0.519290535376612
2024-04-28,1.8870788412193593,1.8404818234711382,1.9719387061580487,1.8619161818772194,-0.7273610032189575,1.989735254242668,-1.0822212066762134,-0.1544901754086235,0.24267243956536064
2024-04-27,1.9104465567229545,1.8110965442721831,1.9447302786737795,1.883728408133345,-0.6185599977198938,2.02709500696608,-1.0312883820054608,-0.19041167392998862,0.25839724917942997
2024-04-26,1.962849683187017,1.8729960147314746,2.0109430290361403,1.9076990157116045,-0.3902223470184411,2.064454759689492,-0.921875259128748,-0.1946387228101341,0.5487343746849694
2024-04-25,1.9478398193093547,1.906716901168949,1.9712036514300912,1.9594923719002115,0.0069596857859937295,2.101814512412904,-0.7310997780983521,0.48369564560811007,-0.1342615063949652
2024-04-24,2.1000942917291328,2.0317360784000873,2.030671770329819,1.9448888870332466,-0.08614395873640913,2.101814512412904,-0.7769144708933934,1.1419028777120266,1.5708036531474372
2024-04-23,2.130861456779807,2.0403388663210444,2.198475329350436,2.096790691157594,-0.3817201060227997,2.251253523306552,-0.9404607154339357,-0.28263838880439973,0.3318738677670754
2024-04-22,1.9949791101544079,2.0427497891579254,2.1013564157480875,2.127479751619285,-0.1849373162608174,2.288613276029964,-0.851648439171798,0.6123037521527942,-1.3703880705113036
2024-04-21,1.999059547987228,1.9378322267475216,2.0814075113461556,1.9912176256107352,-0.5702098519440315,2.139174265136316,-1.0190209223585032,-0.2090352802997133,0.06468669342152622
2024-04-20,1.9175900965763713,1.918332319480927,1.999879352300406,1.9960517361993,-0.44184380572149895,2.139174265136316,-0.9563477016461945,0.336998691091127,-0.8171991960475962
2024-04-19,1.8933037669348225,1.9210504152451064,1.7401695805241872,1.9139912920634579,0.8871282228861215,2.064454759689492,-0.28832455335370144,2.694642614357617,-0.22622784765884218
2024-04-18,1.733789873059763,1.826883990712248,1.8273603967315564,1.8904032329306713,0.19773795555298626,2.02709500696608,-0.6231753033750103,1.0138998452842631,-1.6149329028909205
2024-04-17,1.9162162734010524,1.8519326806660437,1.7488140638447889,1.730965724548833,0.49050286596752746,1.8776559960724322,-0.4424825111934201,1.957956734867897,1.8794634297385089
2024-04-16,1.8867780401332759,1.842856032871629,1.892484756415322,1.9117306659931386,0.53669375386738,2.064454759689492,-0.4621358862842652,0.5815023611541378,-0.26979104674403276
